sentence,source
"Influenced by Brazilian footballer Ronaldo and Ivorian Aruna Dindane after watching them play, Hilaire started football aged 7 and aimed to turn professional despite no support from his father.",pages_articles24
"The Malabon City Main Library, one of only two public libraries in the city, is situated just across the street from the park.",pages_articles24
"She won the 2016 Caldecott Medal for """" and the 2019 Caldecott Medal for ""Hello Lighthouse"".",pages_articles24
Article 195 of the Constitution of Nepal provides provincial assemblies the power to form special committees in order to manage working procedures.,pages_articles24
Chaturanga made his Twenty20 debut for Negombo Cricket Club in the 2017–18 SLC Twenty20 Tournament on 24 February 2018.,pages_articles24
Her early career was spent working in the oil industry.,pages_articles24
"The State Soldiers Home Barn, at 2500 Minnekahta Ave. in Hot Springs, South Dakota, was built in 1929.",pages_articles24
"Merchandise inspired by him has been produced, such as action figures, accessories, and clothing items.",pages_articles24
Sauris proboscidaria is a moth of the family Geometridae first described by Francis Walker in 1862.,pages_articles24
"If this evening had a director, it would, of course, be Stanley Kubrick""Set within the unusual location of a sugar factory, the piece was a collaboration between Instytut B61 and Azorean artists.",pages_articles24
The serial was first aired on 25 December 2017.,pages_articles24
"The 2006 ISAF World Sailing Games included competitions in 420 team racing, 470 (men and women), 49er, women's Hobie 16, Hobie Tiger, men's Laser, women's Laser Radial, and (men and women).",pages_articles24
"Since it was home to many restaurants including cafés and ice cream parlours that offer jukebox and television, which were rare appliances in those days.",pages_articles24
Paterson signed with Birmingham Legion in December 2023.,pages_articles24
"In research with Robert Plotnick, Lundberg observes important differences between the responsiveness of Caucasian and Afro-American adolescents' premarital pregnancies, pregnancy outcomes and prenatal marriages to welfare benefits, abortion laws and family planning policies, with Afro-Americans' behaviour being essentially unaffected by these policy variables.",pages_articles24
"While Oregon was overt with its racist laws, the laws themselves were not too different from those formed elsewhere in the nation: She also stated that racist practises of the past are ""not only alive"" but serve as ""the foundation for the institutions of Oregon"", and that ""Portland has, in many ways, perfected neoliberal racism"".",pages_articles24
Laws in the European Union offer more comprehensive and uniform protection of personal data.,pages_articles24
"The conservation park came into existence on 27 February 1997 by proclamation under the ""National Parks and Wildlife Act 1972"" which also ensured the continuation of “existing rights of entry, prospecting, exploration or mining” provided by the ""Mining Act 1971"".",pages_articles24
This catalogue represented over 900 specimens from approximately 150 publications.,pages_articles24
"A previous route numbered FM 2320 was designated on August 24, 1955, from Commerce, northwest to the Fannin County line at Wolfe City.",pages_articles24
"The organisation has its registered office at 11 Parnell Square, the headquarters of the Irish Heritage Trust. History.",pages_articles24
It is published by the Institute of Physics and the Editor-in-Chief is Jonathan P Graves (EPFL/University of York).,pages_articles24
"MoTrip came into his own with hits such as 2013's ""Guten Morgen NSA"" (""Good Morning NSA"") and his 2015 song ""So wie du bist"" (""Just as you are"").",pages_articles24
"In 1728, the Crown Prince died in the palace Changgyeonggung, at the age of 9, after being ill for some months.",pages_articles24
KMRL now has 25 operational stations covering a distance of 28.8 km from Aluva to Thripunithura Terminal.,pages_articles24
"The restructuring of ownership culminated in 2015 when the German Verlagsgruppe Passau, the last major non-Czech European media group in the country, left the market: it sold its local publishing house Vltava Labe Media to Penta Investments, which owns media holdings both in the Czech Republic and in Slovakia.",pages_articles24
In 2011 ‘MLS Modular Letter System’ made from modular sculptural elements was shown at ‘The First Beijing International Design Triennial’ in the National Museum of China.,pages_articles24
"They had two sons, James and George, who both initially joined the family firm.",pages_articles24
NGC 4595 is a spiral galaxy located about 42 million light-years away in the constellation Coma Berenices.,pages_articles24
In 2016 he was active with the Atlético Paranaense U20 side.,pages_articles24
"She was a guest professor at Santa Clara University during 1986, 1989, and 1995.",pages_articles24
Huang Ming may refer to:,pages_articles24
"At the Battle of Sekigahara in 1600, Kawajiri sided with the pro-Toyotomi Western Army under Ishida Mitsunari, and was killed in battle.",pages_articles24
"Klaus-Peter Friedrich wrote that ""most [Poles] adopted a policy of wait-and-see...",pages_articles24
He heightened the building in Kvæsthusgade with one floor in 1812.,pages_articles24
The series has been met with a positive response from critics upon its premiere.,pages_articles24
"Her responsibilities initially included maintaining Reinhardt's armor, but she increasingly began to have to heal Reinhardt's wounds.",pages_articles24
The government side has 25 safe seats and 2 fairly safe seats.,pages_articles24
"Stephen Pigram (born 1960) is an Australian musician, songwriter and member of the Yawuru people.",pages_articles24
The list of important 19th-century scientists includes:,pages_articles24
"To many American households, she was endeared as the ""household editor"" of the paper.",pages_articles24
"""Saturday, March 11, 10:00"" Bronze medal game.",pages_articles24
"His elder brother James Arthur Joicey (1880–1940) succeeded to the peerage on their father's death in 1936, but left only three surviving daughters on his own death four years later, when Hugh Edward succeeded.",pages_articles24
Chen Fuhai was promoted to Chinese Super League side Guangzhou R&amp;F first team squad by manager Dragan Stojković in July 2016.,pages_articles24
"In 1847, he was transferred to Sealcote (now Sialcot) in the Punjab.",pages_articles24
"Afterwards, she relocated to Helsinki, Finland, where she performed as an actress at the Helsinki City Theatre and the Lilla Theatre from 1994 until 1999.",pages_articles24
